 	count
10011000011010	89
10011000011011	182
10011000011100	139
10011000011101	184
10011000011110	125
10011000011111	234
10011000100000	292
10011000100001	296
10011000100010	190
10011000100011	215
10011000100100	175
10011000100101	401
10011000100110	153
10011000100111	231
10011000101000	344
10011000101001	268
10011000101010	152
10011000101011	240
10011000101100	284
10011000101101	269
10011000101110	172
10011000101111	197
10011000110000	127
10011000110001	219
10011000110010	66
10011000110011	155
10011000110100	129
10011000110101	239
10011000110110	95
10011000110111	190
10011000111000	190
10011000111001	348
10011000111010	151
10011000111011	203
10011000111100	192
10011000111101	228
10011000111110	125
10011000111111	159
10011001000000	106
10011001000001	281
10011001000010	99
10011001000011	247
10011001000100	140
10011001000101	266
10011001000110	108
10011001000111	199
10011001001000	119
10011001001001	199
10011001001010	86
10011001001011	204
10011001001100	132
10011001001101	243
10011001001110	98
10011001001111	128
10011001010000	66
10011001010001	204
10011001010010	35
10011001010011	151
10011001010100	66
10011001010101	156
10011001010110	76
10011001010111	128
10011001011000	88
10011001011001	205
10011001011010	88
10011001011011	125
10011001011100	77
10011001011101	148
10011001011110	60
10011001011111	117
10011001100000	109
10011001100001	230
10011001100010	106
10011001100011	160
10011001100100	173
10011001100101	315
10011001100110	92
10011001100111	188
10011001101000	137
10011001101001	238
10011001101010	117
10011001101011	262
10011001101100	163
10011001101101	292
10011001101110	92
10011001101111	148
10011001110000	65
10011001110001	213
10011001110010	33
10011001110011	180
10011001110100	61
10011001110101	212
10011001110110	42
10011001110111	167
10011001111000	122
10011001111001	291
10011001111010	101
10011001111011	188
10011001111100	122
10011001111101	243
10011001111110	84
10011001111111	150
10011010000000	158
10011010000001	270
10011010000010	82
10011010000011	193
10011010000100	166
10011010000101	214
10011010000110	116
10011010000111	212
10011010001000	183
10011010001001	289
10011010001010	167
10011010001011	211
10011010001100	171
10011010001101	152
10011010001110	166
10011010001111	145
10011010010000	99
10011010010001	223
10011010010010	67
10011010010011	167
10011010010100	94
10011010010101	246
10011010010110	71
10011010010111	202
10011010011000	144
10011010011001	298
10011010011010	90
10011010011011	274
10011010011100	103
10011010011101	164
10011010011110	97
10011010011111	129
10011010100000	192
10011010100001	336
10011010100010	91
10011010100011	151
10011010100100	212
10011010100101	332
10011010100110	108
10011010100111	181
10011010101000	217
10011010101001	413
10011010101010	190
10011010101011	163
10011010101100	220
10011010101101	235
10011010101110	130
10011010101111	183
10011010110000	110
10011010110001	270
10011010110010	59
10011010110011	196
10011010110100	120
10011010110101	223
10011010110110	63
10011010110111	132
10011010111000	240
10011010111001	321
10011010111010	111
10011010111011	169
10011010111100	151
10011010111101	300
10011010111110	106
10011010111111	118
10011011000000	60
10011011000001	171
10011011000010	54
10011011000011	152
10011011000100	92
10011011000101	163
10011011000110	95
10011011000111	130
10011011001000	93
10011011001001	146
10011011001010	85
10011011001011	142
10011011001100	96
10011011001101	144
10011011001110	70
10011011001111	128
10011011010000	38
10011011010001	123
10011011010010	25
10011011010011	109
10011011010100	31
10011011010101	117
10011011010110	25
10011011010111	124
10011011011000	82
10011011011001	140
10011011011010	53
10011011011011	141
10011011011100	46
10011011011101	100
10011011011110	68
10011011011111	104
10011011100000	100
10011011100001	200
10011011100010	65
10011011100011	176
10011011100100	94
10011011100101	169
10011011100110	72
10011011100111	154
10011011101000	106
10011011101001	175
10011011101010	99
10011011101011	154
10011011101100	147
10011011101101	161
10011011101110	75
10011011101111	126
10011011110000	50
10011011110001	99
10011011110010	68
10011011110011	81
10011011110100	68
10011011110101	160
10011011110110	61
10011011110111	118
10011011111000	103
10011011111001	179
10011011111010	67
10011011111011	189
10011011111100	92
10011011111101	155
10011011111110	54
10011011111111	100
10011100000000	170
10011100000001	266
10011100000010	121
10011100000011	164
10011100000100	178
10011100000101	272
10011100000110	115
10011100000111	185
10011100001000	185
10011100001001	283
10011100001010	125
10011100001011	158
10011100001100	181
10011100001101	325
10011100001110	139
10011100001111	184
10011100010000	78
10011100010001	214
10011100010010	63
10011100010011	146
10011100010100	82
10011100010101	263
10011100010110	75
10011100010111	125
10011100011000	132
10011100011001	278
10011100011010	162
10011100011011	163
10011100011100	179
10011100011101	216
10011100011110	78
10011100011111	133
10011100100000	201
10011100100001	303
10011100100010	152
10011100100011	179
10011100100100	205
10011100100101	336
10011100100110	155
10011100100111	139
10011100101000	263
10011100101001	295
10011100101010	183
10011100101011	144
10011100101100	221
10011100101101	253
10011100101110	150
10011100101111	173
10011100110000	129
10011100110001	203
10011100110010	77
10011100110011	132
10011100110100	114
10011100110101	323
10011100110110	91
10011100110111	206
10011100111000	180
10011100111001	337
10011100111010	145
10011100111011	192
10011100111100	180
10011100111101	273
10011100111110	76
10011100111111	133
10011101000000	99
10011101000001	191
10011101000010	66
10011101000011	160
10011101000100	119
10011101000101	170
10011101000110	84
10011101000111	137
10011101001000	98
10011101001001	185
10011101001010	88
10011101001011	179
10011101001100	116
10011101001101	180
10011101001110	73
10011101001111	135
10011101010000	51
10011101010001	145
10011101010010	30
10011101010011	121
10011101010100	71
10011101010101	137
10011101010110	39
10011101010111	147
10011101011000	78
10011101011001	166
10011101011010	51
10011101011011	152
10011101011100	78
10011101011101	122
10011101011110	69
10011101011111	134
10011101100000	99
10011101100001	175
10011101100010	62
10011101100011	180
10011101100100	110
10011101100101	197
10011101100110	84
10011101100111	163
10011101101000	120
10011101101001	223
10011101101010	118
10011101101011	168
10011101101100	129
10011101101101	260
10011101101110	103
10011101101111	144
10011101110000	54
10011101110001	200
10011101110010	30
10011101110011	129
10011101110100	65
10011101110101	204
10011101110110	38
10011101110111	147
10011101111000	77
10011101111001	188
10011101111010	72
10011101111011	148
10011101111100	92
10011101111101	199
10011101111110	85
10011101111111	121
10011110000000	199
10011110000001	334
10011110000010	156
10011110000011	181
10011110000100	203
10011110000101	351
10011110000110	140
10011110000111	176
10011110001000	202
10011110001001	305
10011110001010	188
10011110001011	231
10011110001100	242
10011110001101	305
10011110001110	158
10011110001111	181
10011110010000	94
10011110010001	218
10011110010010	72
10011110010011	151
10011110010100	116
10011110010101	251
10011110010110	83
10011110010111	138
10011110011000	146
10011110011001	350
10011110011010	111
10011110011011	215
10011110011100	155
10011110011101	304
10011110011110	113
10011110011111	248
10011110100000	272
10011110100001	293
10011110100010	136
10011110100011	216
10011110100100	250
10011110100101	313
10011110100110	156
10011110100111	155
10011110101000	351
10011110101001	371
10011110101010	173
10011110101011	252
10011110101100	251
10011110101101	364
10011110101110	158
10011110101111	193
10011110110000	151
10011110110001	326
10011110110010	87
10011110110011	213
10011110110100	132
10011110110101	346
10011110110110	59
10011110110111	220
10011110111000	225
10011110111001	381
10011110111010	132
10011110111011	173
10011110111100	201
10011110111101	329
10011110111110	95
10011110111111	139
10011111000000	119
10011111000001	186
10011111000010	89
10011111000011	197
10011111000100	87
10011111000101	230
10011111000110	78
10011111000111	140
10011111001000	110
10011111001001	174
10011111001010	96
10011111001011	170
10011111001100	108
10011111001101	176
10011111001110	98
10011111001111	106
10011111010000	53
10011111010001	129
10011111010010	38
10011111010011	125
10011111010100	49
10011111010101	150
10011111010110	48
10011111010111	140
10011111011000	69
10011111011001	153
10011111011010	60
10011111011011	186
10011111011100	47
10011111011101	185
10011111011110	77
10011111011111	179
10011111100000	102
10011111100001	202
10011111100010	79
10011111100011	156
10011111100100	150
10011111100101	201
10011111100110	87
10011111100111	196
10011111101000	109
10011111101001	169
10011111101010	93
10011111101011	223
10011111101100	122
10011111101101	261
10011111101110	68
10011111101111	139
10011111110000	65
10011111110001	159
10011111110010	40
10011111110011	163
10011111110100	63
10011111110101	203
10011111110110	69
10011111110111	130
10011111111000	122
10011111111001	199
10011111111010	78
10011111111011	123
10011111111100	116
10011111111101	192
10011111111110	60
10011111111111	129
10100000000000	190
10100000000001	192
10100000000010	118
10100000000011	144
10100000000100	224
10100000000101	245
10100000000110	129
10100000000111	128
10100000001000	217
10100000001001	274
10100000001010	166
10100000001011	146
10100000001100	224
10100000001101	244
10100000001110	128
10100000001111	126
10100000010000	109
10100000010001	209
10100000010010	58
10100000010011	148
10100000010100	107
10100000010101	170
10100000010110	75
10100000010111	127
10100000011000	204
10100000011001	197
10100000011010	92
10100000011011	143
10100000011100	111
10100000011101	157
10100000011110	92
10100000011111	131
10100000100000	200
10100000100001	307
10100000100010	153
10100000100011	229
10100000100100	209
10100000100101	315
10100000100110	138
10100000100111	242
10100000101000	269
10100000101001	233
10100000101010	193
10100000101011	254
10100000101100	245
10100000101101	249
10100000101110	104
10100000101111	223
10100000110000	120
10100000110001	187
10100000110010	84
10100000110011	205
10100000110100	126
10100000110101	227
10100000110110	83
10100000110111	181
10100000111000	187
10100000111001	246
10100000111010	105
10100000111011	157
10100000111100	181
10100000111101	214
10100000111110	130
10100000111111	125
10100001000000	97
10100001000001	171
10100001000010	66
10100001000011	123
10100001000100	89
10100001000101	162
10100001000110	55
10100001000111	142
10100001001000	105
10100001001001	163
10100001001010	109
10100001001011	130
10100001001100	121
10100001001101	220
10100001001110	45
10100001001111	120
10100001010000	60
10100001010001	160
10100001010010	37
10100001010011	138
10100001010100	55
10100001010101	218
10100001010110	35
10100001010111	117
10100001011000	61
10100001011001	164
10100001011010	57
10100001011011	155
10100001011100	92
10100001011101	155
10100001011110	62
10100001011111	125
10100001100000	99
10100001100001	227
10100001100010	73
10100001100011	139
10100001100100	127
10100001100101	201
10100001100110	83
10100001100111	175
10100001101000	134
10100001101001	265
10100001101010	82
10100001101011	143
10100001101100	145
10100001101101	172
10100001101110	87
10100001101111	148
10100001110000	80
10100001110001	235
10100001110010	56
10100001110011	157
10100001110100	51
10100001110101	163
10100001110110	54
10100001110111	145
10100001111000	82
10100001111001	220
10100001111010	37
10100001111011	145
10100001111100	83
10100001111101	209
10100001111110	57
10100001111111	104
10100010000000	158
10100010000001	190
10100010000010	102
10100010000011	117
10100010000100	100
10100010000101	177
10100010000110	70
10100010000111	135
10100010001000	172
10100010001001	214
10100010001010	116
10100010001011	132
10100010001100	112
10100010001101	145
10100010001110	79
10100010001111	147
10100010010000	56
10100010010001	153
10100010010010	51
10100010010011	43
10100010010100	93
10100010010101	171
10100010010110	54
10100010010111	156
10100010011000	93
10100010011001	134
10100010011010	77
10100010011011	112
10100010011100	82
10100010011101	80
10100010011110	49
10100010011111	127
10100010100000	152
10100010100001	237
10100010100010	84
10100010100011	146
